tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma
7325B71:LP-DIR-AF10	7325B71:LP-DIR-AF	7325B71	    1.0	036.7	-07.6 	 1.000e-02	0	0.00	0.00	10	273	This study	mit pale 2013-02-13 16:09:23	LT-AF-Z:LP-DIR-AF	g	10	u	8	273	Wiess		pmagpy-4.1.5	9.29e-11	1.51e-12	1.84e-12	5.00e-13
7325B71:LP-DIR-AF11	7325B71:LP-DIR-AF	7325B71	    1.7	018.8	 19.5 	 1.100e-02	0	0.00	0.00	11	273	This study	mit pale 2013-02-13 16:10:41	LT-AF-Z:LP-DIR-AF	g	11	u	8	273	Wiess		pmagpy-4.1.5	6.69e-11	1.61e-12	1.85e-12	3.30e-13
7325B71:LP-DIR-AF12	7325B71:LP-DIR-AF	7325B71	    1.8	007.4	 09.4 	 1.200e-02	0	0.00	0.00	12	273	This study	mit pale 2013-02-13 16:12:01	LT-AF-Z:LP-DIR-AF	g	12	u	8	273	Wiess		pmagpy-4.1.5	9.84e-11	2.70e-12	3.19e-12	2.30e-13
7325B71:LP-DIR-AF13	7325B71:LP-DIR-AF	7325B71	    2.6	075.1	 30.8 	 1.300e-02	0	0.00	0.00	13	273	This study	mit pale 2013-02-13 16:13:21	LT-AF-Z:LP-DIR-AF	g	13	u	8	273	Wiess		pmagpy-4.1.5	9.96e-11	3.77e-12	4.47e-12	2.50e-13
7325B71:LP-DIR-AF14	7325B71:LP-DIR-AF	7325B71	    1.8	071.0	 20.4 	 1.400e-02	0	0.00	0.00	14	273	This study	mit pale 2013-02-13 16:14:42	LT-AF-Z:LP-DIR-AF	g	14	u	8	273	Wiess		pmagpy-4.1.5	1.15e-10	3.29e-12	2.72e-12	1.90e-13
7325B71:LP-DIR-AF15	7325B71:LP-DIR-AF	7325B71	    1.4	065.5	 30.2 	 1.500e-02	0	0.00	0.00	15	273	This study	mit pale 2013-02-13 16:16:03	LT-AF-Z:LP-DIR-AF	g	15	u	8	273	Wiess		pmagpy-4.1.5	1.05e-10	2.25e-12	2.59e-12	4.10e-13
7325B71:LP-DIR-AF16	7325B71:LP-DIR-AF	7325B71	    1.9	055.1	 69.9 	 1.600e-02	0	0.00	0.00	16	273	This study	mit pale 2013-02-13 16:17:23	LT-AF-Z:LP-DIR-AF	g	16	u	8	273	Wiess		pmagpy-4.1.5	1.12e-10	2.46e-12	3.00e-12	3.60e-13
7325B71:LP-DIR-AF17	7325B71:LP-DIR-AF	7325B71	    2.4	062.3	 56.0 	 1.700e-02	0	0.00	0.00	17	273	This study	mit pale 2013-02-13 16:18:45	LT-AF-Z:LP-DIR-AF	g	17	u	8	273	Wiess		pmagpy-4.1.5	7.55e-11	2.40e-12	2.32e-12	6.70e-13
7325B71:LP-DIR-AF18	7325B71:LP-DIR-AF	7325B71	    2.0	058.3	 17.7 	 1.800e-02	0	0.00	0.00	18	273	This study	mit pale 2013-02-13 16:20:09	LT-AF-Z:LP-DIR-AF	g	18	u	8	273	Wiess		pmagpy-4.1.5	5.98e-11	1.53e-12	2.46e-12	2.30e-13
7325B71:LP-DIR-AF19	7325B71:LP-DIR-AF	7325B71	    3.1	049.5	 06.1 	 1.900e-02	0	0.00	0.00	19	273	This study	mit pale 2013-02-13 16:21:33	LT-AF-Z:LP-DIR-AF	g	19	u	8	273	Wiess		pmagpy-4.1.5	2.80e-11	1.76e-12	1.26e-12	2.20e-13
7325B71:LP-DIR-AF20	7325B71:LP-DIR-AF	7325B71	    1.3	072.0	-06.4 	 2.000e-02	0	0.00	0.00	20	273	This study	mit pale 2013-02-13 16:22:58	LT-AF-Z:LP-DIR-AF	g	20	u	8	273	Wiess		pmagpy-4.1.5	1.09e-10	2.21e-12	1.58e-12	2.00e-13
7325B71:LP-DIR-AF21	7325B71:LP-DIR-AF	7325B71	    1.7	077.5	-14.7 	 2.200e-02	0	0.00	0.00	21	273	This study	mit pale 2013-02-13 16:24:24	LT-AF-Z:LP-DIR-AF	g	21	u	8	273	Wiess		pmagpy-4.1.5	9.98e-11	2.68e-12	2.22e-12	7.90e-13
7325B71:LP-DIR-AF22	7325B71:LP-DIR-AF	7325B71	    2.7	091.3	 11.5 	 2.400e-02	0	0.00	0.00	22	273	This study	mit pale 2013-02-13 16:25:52	LT-AF-Z:LP-DIR-AF	g	22	u	8	273	Wiess		pmagpy-4.1.5	6.64e-11	3.14e-12	3.01e-12	2.90e-13
7325B71:LP-DIR-AF23	7325B71:LP-DIR-AF	7325B71	    4.0	112.1	 38.0 	 2.600e-02	0	0.00	0.00	23	273	This study	mit pale 2013-02-13 16:27:21	LT-AF-Z:LP-DIR-AF	g	23	u	8	273	Wiess		pmagpy-4.1.5	6.48e-11	3.92e-12	3.74e-12	8.00e-14
7325B71:LP-DIR-AF24	7325B71:LP-DIR-AF	7325B71	    1.3	224.5	-22.6 	 2.800e-02	0	0.00	0.00	24	273	This study	mit pale 2013-02-13 16:28:50	LT-AF-Z:LP-DIR-AF	g	24	u	8	273	Wiess		pmagpy-4.1.5	1.08e-10	2.78e-12	2.58e-12	3.40e-13
7325B71:LP-DIR-AF25	7325B71:LP-DIR-AF	7325B71	    3.2	038.0	-37.6 	 3.000e-02	0	0.00	0.00	25	273	This study	mit pale 2013-02-13 16:30:22	LT-AF-Z:LP-DIR-AF	g	25	u	8	273	Wiess		pmagpy-4.1.5	6.05e-11	2.91e-12	2.72e-12	2.50e-13
7325B71:LP-DIR-AF26	7325B71:LP-DIR-AF	7325B71	    2.7	183.5	 29.6 	 3.200e-02	0	0.00	0.00	26	273	This study	mit pale 2013-02-13 16:31:55	LT-AF-Z:LP-DIR-AF	g	26	u	8	273	Wiess		pmagpy-4.1.5	6.79e-11	2.94e-12	2.91e-12	3.10e-13
7325B71:LP-DIR-AF27	7325B71:LP-DIR-AF	7325B71	    1.9	288.1	 44.2 	 3.400e-02	0	0.00	0.00	27	273	This study	mit pale 2013-02-13 16:33:29	LT-AF-Z:LP-DIR-AF	g	27	u	8	273	Wiess		pmagpy-4.1.5	9.52e-11	2.25e-12	2.57e-12	6.50e-13
7325B71:LP-DIR-AF28	7325B71:LP-DIR-AF	7325B71	    3.1	054.5	-24.4 	 3.600e-02	0	0.00	0.00	28	273	This study	mit pale 2013-02-13 16:35:05	LT-AF-Z:LP-DIR-AF	g	28	u	8	273	Wiess		pmagpy-4.1.5	8.83e-11	4.83e-12	2.90e-12	3.60e-13
7325B71:LP-DIR-AF29	7325B71:LP-DIR-AF	7325B71	    4.1	150.7	 48.4 	 3.800e-02	0	0.00	0.00	29	273	This study	mit pale 2013-02-13 16:36:42	LT-AF-Z:LP-DIR-AF	g	29	u	8	273	Wiess		pmagpy-4.1.5	5.30e-11	3.39e-12	2.62e-12	4.50e-13
7325B71:LP-DIR-AF30	7325B71:LP-DIR-AF	7325B71	    3.8	097.1	 38.5 	 4.000e-02	0	0.00	0.00	30	273	This study	mit pale 2013-02-13 16:38:22	LT-AF-Z:LP-DIR-AF	g	30	u	8	273	Wiess		pmagpy-4.1.5	5.58e-11	3.28e-12	2.92e-12	3.60e-13
7325B71:LP-DIR-AF31	7325B71:LP-DIR-AF	7325B71	    1.8	104.2	 34.2 	 4.200e-02	0	0.00	0.00	31	273	This study	mit pale 2013-02-13 16:40:02	LT-AF-Z:LP-DIR-AF	g	31	u	8	273	Wiess		pmagpy-4.1.5	1.50e-10	4.11e-12	4.20e-12	2.50e-13
7325B71:LP-DIR-AF32	7325B71:LP-DIR-AF	7325B71	    4.7	204.9	 38.8 	 4.500e-02	0	0.00	0.00	32	273	This study	mit pale 2013-02-13 16:41:43	LT-AF-Z:LP-DIR-AF	g	32	u	8	273	Wiess		pmagpy-4.1.5	4.36e-11	3.42e-12	2.84e-12	2.90e-13
7325B71:LP-DIR-AF33	7325B71:LP-DIR-AF	7325B71	   10.0	205.6	 35.3 	 4.800e-02	0	0.00	0.00	33	273	This study	mit pale 2013-02-13 16:43:27	LT-AF-Z:LP-DIR-AF	g	33	u	8	273	Wiess		pmagpy-4.1.5	1.52e-11	2.60e-12	2.12e-12	2.30e-13
7325B71:LP-DIR-AF34	7325B71:LP-DIR-AF	7325B71	    2.9	126.0	 55.1 	 5.100e-02	0	0.00	0.00	34	273	This study	mit pale 2013-02-13 16:45:14	LT-AF-Z:LP-DIR-AF	g	34	u	8	273	Wiess		pmagpy-4.1.5	8.25e-11	3.51e-12	2.95e-12	4.90e-13
7325B71:LP-DIR-AF35	7325B71:LP-DIR-AF	7325B71	    1.9	117.7	 14.7 	 5.400e-02	0	0.00	0.00	35	273	This study	mit pale 2013-02-13 16:47:02	LT-AF-Z:LP-DIR-AF	g	35	u	8	273	Wiess		pmagpy-4.1.5	8.50e-11	2.68e-12	2.92e-12	5.90e-13
7325B71:LP-DIR-AF36	7325B71:LP-DIR-AF	7325B71	    3.2	141.8	-06.8 	 5.700e-02	0	0.00	0.00	36	273	This study	mit pale 2013-02-13 16:48:53	LT-AF-Z:LP-DIR-AF	g	36	u	8	273	Wiess		pmagpy-4.1.5	4.89e-11	2.71e-12	2.04e-12	4.60e-13
7325B71:LP-DIR-AF37	7325B71:LP-DIR-AF	7325B71	    1.4	140.2	 12.2 	 6.000e-02	0	0.00	0.00	37	273	This study	mit pale 2013-02-13 16:50:45	LT-AF-Z:LP-DIR-AF	g	37	u	8	273	Wiess		pmagpy-4.1.5	1.59e-10	2.80e-12	3.92e-12	4.80e-13
7325B71:LP-DIR-AF38	7325B71:LP-DIR-AF	7325B71	    1.4	029.3	 65.2 	 6.300e-02	0	0.00	0.00	38	273	This study	mit pale 2013-02-13 16:52:40	LT-AF-Z:LP-DIR-AF	g	38	u	8	273	Wiess		pmagpy-4.1.5	1.35e-10	2.88e-12	2.04e-12	3.10e-13
7325B71:LP-DIR-AF39	7325B71:LP-DIR-AF	7325B71	    3.0	325.8	 47.2 	 6.600e-02	0	0.00	0.00	39	273	This study	mit pale 2013-02-13 16:54:37	LT-AF-Z:LP-DIR-AF	g	39	u	8	273	Wiess		pmagpy-4.1.5	5.76e-11	2.80e-12	2.00e-12	4.10e-13
7325B71:LP-DIR-AF40	7325B71:LP-DIR-AF	7325B71	    3.4	150.0	 79.4 	 6.900e-02	0	0.00	0.00	40	273	This study	mit pale 2013-02-13 16:56:36	LT-AF-Z:LP-DIR-AF	g	40	u	8	273	Wiess		pmagpy-4.1.5	7.36e-11	3.39e-12	2.84e-12	3.60e-13
7325B71:LP-DIR-AF41	7325B71:LP-DIR-AF	7325B71	    7.5	284.6	 18.5 	 7.200e-02	0	0.00	0.00	41	273	This study	mit pale 2013-02-13 16:58:38	LT-AF-Z:LP-DIR-AF	g	41	u	8	273	Wiess		pmagpy-4.1.5	4.80e-11	6.02e-12	7.04e-12	4.60e-13
7325B71:LP-DIR-AF42	7325B71:LP-DIR-AF	7325B71	    1.1	111.8	-14.5 	 7.500e-02	0	0.00	0.00	42	273	This study	mit pale 2013-02-13 17:00:41	LT-AF-Z:LP-DIR-AF	g	42	u	8	273	Wiess		pmagpy-4.1.5	1.04e-10	1.97e-12	1.90e-12	5.00e-13
7325B71:LP-DIR-AF43	7325B71:LP-DIR-AF	7325B71	    1.1	284.3	 67.7 	 7.800e-02	0	0.00	0.00	43	273	This study	mit pale 2013-02-13 17:02:49	LT-AF-Z:LP-DIR-AF	g	43	u	8	273	Wiess		pmagpy-4.1.5	8.70e-11	1.06e-12	1.34e-12	3.00e-13
7325B71:LP-DIR-AF44	7325B71:LP-DIR-AF	7325B71	    3.3	303.1	 73.3 	 8.100e-02	0	0.00	0.00	44	273	This study	mit pale 2013-02-13 17:04:59	LT-AF-Z:LP-DIR-AF	g	44	u	8	273	Wiess		pmagpy-4.1.5	7.26e-11	3.40e-12	2.50e-12	2.30e-13
7325B71:LP-DIR-AF45	7325B71:LP-DIR-AF	7325B71	    2.9	267.7	 65.4 	 8.500e-02	0	0.00	0.00	45	273	This study	mit pale 2013-02-13 17:07:11	LT-AF-Z:LP-DIR-AF	g	45	u	8	273	Wiess		pmagpy-4.1.5	8.99e-11	3.17e-12	3.51e-12	1.90e-13
7325B71:LP-DIR-AF46	7325B71:LP-DIR-AF	7325B71	    1.9	133.1	 64.2 	 1.094e-02	0	0.00	0.00	46	273	This study	mit pale 2013-02-13 17:09:33	LT-AF-Z:LP-DIR-AF	g	46	u	8	273	Wiess		pmagpy-4.1.5	1.06e-10	2.54e-12	2.63e-12	5.70e-13
7325B72:LP-DIR-AF0	7325B72:LP-DIR-AF	7325B72	    0.4	 057.	 -84.9	0	0	0.00	0.00	0	273	This study	mit pale 2013-02-26 09:13:30	LT-NO:LP-DIR-AF	g	47	u	8	273	Wiess		pmagpy-4.1.5	5.92e-10	0.00e+00	0.00e+00	0.00e+00
7325B72:LP-DIR-AF1	7325B72:LP-DIR-AF	7325B72	    3.7	 325.	 014.2	 5.200e-02	0	0.00	0.00	1	273	This study	mit pale 2013-02-26 09:28:17	LT-AF-Z:LP-DIR-AF	g	48	u	8	273	Wiess		pmagpy-4.1.5	3.50e-11	0.00e+00	0.00e+00	0.00e+00
7325B72:LP-DIR-AF2	7325B72:LP-DIR-AF	7325B72	    8.3	 351.	 -06.4	 5.400e-02	0	0.00	0.00	2	273	This study	mit pale 2013-02-26 09:34:21	LT-AF-Z:LP-DIR-AF	g	49	u	8	273	Wiess		pmagpy-4.1.5	6.63e-11	0.00e+00	0.00e+00	0.00e+00
7325B72:LP-DIR-AF3	7325B72:LP-DIR-AF	7325B72	   11.3	 010.	 -30.1	 5.600e-02	0	0.00	0.00	3	273	This study	mit pale 2013-02-26 09:48:30	LT-AF-Z:LP-DIR-AF	g	50	u	8	273	Wiess		pmagpy-4.1.5	2.50e-11	0.00e+00	0.00e+00	0.00e+00
7325B72:LP-DIR-AF4	7325B72:LP-DIR-AF	7325B72	    8.4	 089.	 -56.6	 5.800e-02	0	0.00	0.00	4	273	This study	mit pale 2013-02-26 10:04:13	LT-AF-Z:LP-DIR-AF	g	51	u	8	273	Wiess		pmagpy-4.1.5	3.04e-11	0.00e+00	0.00e+00	0.00e+00
7325B72:LP-DIR-AF5	7325B72:LP-DIR-AF	7325B72	    7.1	 354.	 -58.6	 6.000e-02	0	0.00	0.00	5	273	This study	mit pale 2013-02-26 10:18:34	LT-AF-Z:LP-DIR-AF	g	52	u	8	273	Wiess		pmagpy-4.1.5	4.36e-11	0.00e+00	0.00e+00	0.00e+00
7325B72:LP-DIR-AF6	7325B72:LP-DIR-AF	7325B72	    3.1	 023.	 -43.4	 6.200e-02	0	0.00	0.00	6	273	This study	mit pale 2013-02-26 10:33:02	LT-AF-Z:LP-DIR-AF	g	53	u	8	273	Wiess		pmagpy-4.1.5	3.30e-11	0.00e+00	0.00e+00	0.00e+00
7325B72:LP-DIR-AF7	7325B72:LP-DIR-AF	7325B72	    2.9	 355.	 -27.9	 6.400e-02	0	0.00	0.00	7	273	This study	mit pale 2013-02-26 10:47:42	LT-AF-Z:LP-DIR-AF	g	54	u	8	273	Wiess		pmagpy-4.1.5	3.24e-11	0.00e+00	0.00e+00	0.00e+00
7325B72:LP-DIR-AF8	7325B72:LP-DIR-AF	7325B72	    2.7	 324.	 -50.7	 6.600e-02	0	0.00	0.00	8	273	This study	mit pale 2013-02-26 11:02:30	LT-AF-Z:LP-DIR-AF	g	55	u	8	273	Wiess		pmagpy-4.1.5	5.02e-11	0.00e+00	0.00e+00	0.00e+00
7325B72:LP-DIR-AF9	7325B72:LP-DIR-AF	7325B72	    2.5	 000.	 -61.1	 6.800e-02	0	0.00	0.00	9	273	This study	mit pale 2013-02-26 11:17:25	LT-AF-Z:LP-DIR-AF	g	56	u	8	273	Wiess		pmagpy-4.1.5	4.10e-11	0.00e+00	0.00e+00	0.00e+00
7325B72:LP-DIR-AF10	7325B72:LP-DIR-AF	7325B72	    4.5	 358.	 -21.3	 7.000e-02	0	0.00	0.00	10	273	This study	mit pale 2013-02-26 11:32:33	LT-AF-Z:LP-DIR-AF	g	57	u	8	273	Wiess		pmagpy-4.1.5	6.21e-11	0.00e+00	0.00e+00	0.00e+00
7325B72:LP-DIR-AF11	7325B72:LP-DIR-AF	7325B72	    1.3	 036.	 003.9	 7.200e-02	0	0.00	0.00	11	273	This study	mit pale 2013-02-26 11:47:42	LT-AF-Z:LP-DIR-AF	g	58	u	8	273	Wiess		pmagpy-4.1.5	8.14e-12	0.00e+00	0.00e+00	0.00e+00
7325B72:LP-DIR-AF12	7325B72:LP-DIR-AF	7325B72	    1.0	 332.	 -38.9	 7.400e-02	0	0.00	0.00	12	273	This study	mit pale 2013-02-26 12:03:04	LT-AF-Z:LP-DIR-AF	g	59	u	8	273	Wiess		pmagpy-4.1.5	2.81e-11	0.00e+00	0.00e+00	0.00e+00
7325B72:LP-DIR-AF13	7325B72:LP-DIR-AF	7325B72	    8.2	 002.	 006.3	 7.600e-02	0	0.00	0.00	13	273	This study	mit pale 2013-02-26 12:18:30	LT-AF-Z:LP-DIR-AF	g	60	u	8	273	Wiess		pmagpy-4.1.5	6.26e-12	0.00e+00	0.00e+00	0.00e+00
7325B72:LP-DIR-AF14	7325B72:LP-DIR-AF	7325B72	    0.9	 026.	 -15.9	 7.800e-02	0	0.00	0.00	14	273	This study	mit pale 2013-02-26 12:34:06	LT-AF-Z:LP-DIR-AF	g	61	u	8	273	Wiess		pmagpy-4.1.5	3.31e-11	0.00e+00	0.00e+00	0.00e+00
7325B72:LP-DIR-AF15	7325B72:LP-DIR-AF	7325B72	    2.3	 098.	 011.4	 8.000e-02	0	0.00	0.00	15	273	This study	mit pale 2013-02-26 12:49:47	LT-AF-Z:LP-DIR-AF	g	62	u	8	273	Wiess		pmagpy-4.1.5	1.62e-11	0.00e+00	0.00e+00	0.00e+00
7325B72:LP-DIR-AF16	7325B72:LP-DIR-AF	7325B72	    0.9	 008.	 -20.8	 8.200e-02	0	0.00	0.00	16	273	This study	mit pale 2013-02-26 13:06:05	LT-AF-Z:LP-DIR-AF	g	63	u	8	273	Wiess		pmagpy-4.1.5	2.88e-11	0.00e+00	0.00e+00	0.00e+00
7325B72:LP-DIR-AF17	7325B72:LP-DIR-AF	7325B72	    1.3	 023.	 063.1	 8.400e-02	0	0.00	0.00	17	273	This study	mit pale 2013-02-26 13:22:01	LT-AF-Z:LP-DIR-AF	g	64	u	8	273	Wiess		pmagpy-4.1.5	1.78e-11	0.00e+00	0.00e+00	0.00e+00
7325B72:LP-DIR-AF18	7325B72:LP-DIR-AF	7325B72	    1.2	 024.	 -31.0	 8.500e-02	0	0.00	0.00	18	273	This study	mit pale 2013-02-26 13:38:00	LT-AF-Z:LP-DIR-AF	g	65	u	8	273	Wiess		pmagpy-4.1.5	3.46e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF0	7325B73:LP-DIR-AF	7325B73	    0.1	 038.	 -84.0	0	0	0.00	0.00	0	273	This study	mit pale 2013-02-21 09:40:25	LT-NO:LP-DIR-AF	g	66	u	8	273	Wiess		pmagpy-4.1.5	7.77e-10	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF1	7325B73:LP-DIR-AF	7325B73	    0.2	 037.	 -74.9	 1.500e-03	0	0.00	0.00	1	273	This study	mit pale 2013-02-21 09:41:37	LT-AF-Z:LP-DIR-AF	g	67	u	8	273	Wiess		pmagpy-4.1.5	5.38e-10	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF2	7325B73:LP-DIR-AF	7325B73	    0.5	 039.	 -64.4	 2.000e-03	0	0.00	0.00	2	273	This study	mit pale 2013-02-21 09:47:22	LT-AF-Z:LP-DIR-AF	g	68	u	8	273	Wiess		pmagpy-4.1.5	3.96e-10	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF3	7325B73:LP-DIR-AF	7325B73	    1.0	 055.	 -48.7	 2.500e-03	0	0.00	0.00	3	273	This study	mit pale 2013-02-21 09:53:08	LT-AF-Z:LP-DIR-AF	g	69	u	8	273	Wiess		pmagpy-4.1.5	1.71e-10	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF4	7325B73:LP-DIR-AF	7325B73	    0.4	 055.	 -33.0	 3.000e-03	0	0.00	0.00	4	273	This study	mit pale 2013-02-21 09:58:52	LT-AF-Z:LP-DIR-AF	g	70	u	8	273	Wiess		pmagpy-4.1.5	1.30e-10	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF5	7325B73:LP-DIR-AF	7325B73	    0.7	 034.	 026.2	 3.500e-03	0	0.00	0.00	5	273	This study	mit pale 2013-02-21 10:04:38	LT-AF-Z:LP-DIR-AF	g	71	u	8	273	Wiess		pmagpy-4.1.5	1.34e-10	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF6	7325B73:LP-DIR-AF	7325B73	    0.4	 042.	 046.0	 4.000e-03	0	0.00	0.00	6	273	This study	mit pale 2013-02-21 10:10:27	LT-AF-Z:LP-DIR-AF	g	72	u	8	273	Wiess		pmagpy-4.1.5	1.53e-10	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF7	7325B73:LP-DIR-AF	7325B73	    1.0	 064.	 046.7	 4.500e-03	0	0.00	0.00	7	273	This study	mit pale 2013-02-21 10:17:06	LT-AF-Z:LP-DIR-AF	g	73	u	8	273	Wiess		pmagpy-4.1.5	1.81e-10	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF8	7325B73:LP-DIR-AF	7325B73	    0.8	 070.	 053.4	 5.000e-03	0	0.00	0.00	8	273	This study	mit pale 2013-02-21 10:23:53	LT-AF-Z:LP-DIR-AF	g	74	u	8	273	Wiess		pmagpy-4.1.5	1.80e-10	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF9	7325B73:LP-DIR-AF	7325B73	    0.4	 052.	 043.7	 5.500e-03	0	0.00	0.00	9	273	This study	mit pale 2013-02-21 10:29:42	LT-AF-Z:LP-DIR-AF	g	75	u	8	273	Wiess		pmagpy-4.1.5	1.71e-10	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF10	7325B73:LP-DIR-AF	7325B73	    0.5	 059.	 047.2	 6.000e-03	0	0.00	0.00	10	273	This study	mit pale 2013-02-21 10:35:33	LT-AF-Z:LP-DIR-AF	g	76	u	8	273	Wiess		pmagpy-4.1.5	1.73e-10	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF11	7325B73:LP-DIR-AF	7325B73	    0.5	 067.	 063.5	 6.500e-03	0	0.00	0.00	11	273	This study	mit pale 2013-02-21 10:41:25	LT-AF-Z:LP-DIR-AF	g	77	u	8	273	Wiess		pmagpy-4.1.5	1.92e-10	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF12	7325B73:LP-DIR-AF	7325B73	    0.4	 087.	 062.0	 7.000e-03	0	0.00	0.00	12	273	This study	mit pale 2013-02-21 10:47:20	LT-AF-Z:LP-DIR-AF	g	78	u	8	273	Wiess		pmagpy-4.1.5	2.13e-10	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF13	7325B73:LP-DIR-AF	7325B73	    0.6	 058.	 059.3	 7.500e-03	0	0.00	0.00	13	273	This study	mit pale 2013-02-21 10:53:19	LT-AF-Z:LP-DIR-AF	g	79	u	8	273	Wiess		pmagpy-4.1.5	1.89e-10	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF14	7325B73:LP-DIR-AF	7325B73	    1.1	 063.	 043.9	 8.000e-03	0	0.00	0.00	14	273	This study	mit pale 2013-02-21 10:59:19	LT-AF-Z:LP-DIR-AF	g	80	u	8	273	Wiess		pmagpy-4.1.5	2.01e-10	0.00e+00	0.00e+00	0.00e+00
